Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Distance,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
0,VOLKSWAGEN,Golf 3,27,Hatchback,No,Petrol,1.6,250000.0,4,Manual,Front,04,Right-hand drive,Black,2,2500
831,HONDA,Civic,3,Hatchback,Yes,Petrol,1.5,17223.0,4,Automatic,Front,04,Left wheel,Black,4,66150
0,MITSUBISHI,Pajero,24,Jeep,No,Diesel,2.8,278374.0,4,Automatic,4x4,04,Right-hand drive,Green,2,8467
831,SSANGYONG,Actyon,4,Jeep,Yes,Diesel,1.6,33507.0,4,Automatic,Front,04,Left wheel,White,4,40092
0,OPEL,Vectra,25,Sedan,No,Petrol,1.6,25000.0,4,Manual,Front,04,Left wheel,Blue,2,4547
765,VOLKSWAGEN,Jetta,6,Sedan,No,Petrol,2.0,103000.0,4,Tiptronic,Front,04,Left wheel,White,8,15681
1079,HYUNDAI,Elantra,3,Sedan,Yes,Petrol,2.0,46686.0,4,Automatic,Front,04,Left wheel,Silver,12,4077
1077,HYUNDAI,Santa FE,2,Jeep,Yes,Diesel,2.0,7865.0,4,Automatic,Front,04,Left wheel,Brown,4,62653
271,TOYOTA,Aqua,7,Hatchback,Yes,Hybrid,1.5,41500.0,4,Automatic,Front,04,Left wheel,Blue,4,23722
777,HYUNDAI,H1,7,Minivan,Yes,Diesel,2.5,175342.0,4,Automatic,Front,04,Left wheel,Grey,4,31581
638,KIA,Optima,7,Sedan,Yes,Petrol,2.0,45504.0,4,Automatic,Front,04,Left wheel,Black,4,14113
586,TOYOTA,Prius,9,Hatchback,No,Hybrid,1.8,205248.0,4,Automatic,Front,04,Left wheel,Black,0,18817
1273,MERCEDES-BENZ,ML 350,6,Jeep,Yes,Diesel,3.5,79080.0,6,Automatic,4x4,04,Left wheel,Grey,12,22894
1598,MERCEDES-BENZ,E 350,13,Sedan,Yes,Diesel,3.0,175614.0,6,Automatic,Rear,04,Left wheel,Black,12,2430
0,HONDA,Odyssey,15,Minivan,Yes,CNG,3.5,220000.0,6,Automatic,Front,04,Left wheel,White,8,17421
0,NISSAN,Tiida,13,Hatchback,No,Petrol,1.5,170000.0,4,Automatic,Front,04,Right-hand drive,Golden,4,8467
0,HONDA,FIT,10,Hatchback,No,Hybrid,1.3,120000.0,4,Automatic,Front,04,Right-hand drive,Red,10,11290
1079,HYUNDAI,Elantra,3,Sedan,Yes,Petrol,2.0,31470.0,4,Automatic,Front,04,Left wheel,White,12,5645
810,HYUNDAI,Elantra,5,Sedan,Yes,Petrol,1.8,215032.0,4,Automatic,Front,04,Left wheel,Brown,12,7370
0,BMW,X5 M,11,Jeep,Yes,Petrol,4.4,150000.0,8,Tiptronic,4x4,04,Left wheel,Black,12,34497
0,PONTIAC,G6,12,Sedan,No,Petrol,2.4,260000.0,6,Automatic,Front,04,Left wheel,White,6,6600
0,MERCEDES-BENZ,ML 500,19,Jeep,Yes,CNG,5.0,0.0,8,Tiptronic,4x4,04,Left wheel,Black,12,15681
749,KIA,Optima,7,Sedan,Yes,Petrol,2.4,206211.0,4,Automatic,Front,04,Left wheel,Blue,12,1882
0,VOLKSWAGEN,Jetta,10,Sedan,Yes,Petrol,2.5,118000.0,5,Tiptronic,Front,04,Left wheel,Grey,0,16935
0,DODGE,Caravan,24,Minivan,No,Petrol,2.9,126405.0,8,Automatic,Rear,04,Left wheel,Purple,2,4077
1347,HYUNDAI,H1,13,Universal,Yes,Diesel,2.5,234278.0,4,Automatic,Front,04,Left wheel,Yellow,4,13589
394,TOYOTA,Camry,7,Sedan,Yes,Hybrid,2.5,102397.0,4,Automatic,Front,04,Left wheel,Black,12,784
0,NISSAN,Note,16,Hatchback,No,Petrol,1.5,150000.0,4,Automatic,Front,04,Right-hand drive,White,4,7213
585,LEXUS,CT 200h,8,Hatchback,Yes,Hybrid,1.8,174043.0,4,Automatic,Front,04,Left wheel,White,0,5331
1058,MERCEDES-BENZ,E 350,9,Sedan,Yes,Diesel,3.5,318285.0,6,Automatic,4x4,04,Left wheel,Black,12,627
640,KIA,Optima,8,Sedan,Yes,Petrol,2.0,65920.0,4,Automatic,Front,04,Left wheel,Silver,4,7370
2054,SUBARU,Forester,8,Jeep,No,Petrol,2.5,110000.0,4,Automatic,4x4,04,Right-hand drive,Silver,12,22894
1598,MERCEDES-BENZ,E 350,13,Sedan,Yes,Diesel,3.0,175614.0,6,Automatic,Rear,04,Left wheel,Black,12,1568
919,BMW,X5,9,Jeep,Yes,Diesel,3.0,208000.0,6,Tiptronic,4x4,04,Left wheel,White,6,31361
687,HYUNDAI,Elantra,11,Sedan,Yes,Petrol,1.6,113861.0,4,Automatic,Front,04,Left wheel,Silver,4,12849
1104,LAND ROVER,Discovery,6,Jeep,Yes,Diesel,3.0,88000.0,6,Tiptronic,4x4,04,Left wheel,Black,12,76835
753,HYUNDAI,Sonata,9,Sedan,Yes,Hybrid,2.4,202864.0,4,Automatic,Front,04,Left wheel,Blue,0,470
639,HYUNDAI,Elantra gt,7,Hatchback,Yes,Petrol,2.0,104000.0,4,Automatic,Front,04,Left wheel,Red,8,17876
1195,FORD,Transit,13,Universal,No,Diesel,2.2,172323.0,4,Manual,Front,04,Left wheel,White,2,11917
456,TOYOTA,Camry,6,Sedan,Yes,Hybrid,2.5,89000.0,4,Automatic,Front,04,Left wheel,White,12,34497
836,SSANGYONG,Actyon,11,Jeep,Yes,Diesel,2.0,217346.0,4,Automatic,Front,04,Left wheel,Black,4,16010
707,HYUNDAI,Genesis,10,Coupe,Yes,Petrol,2.0,168315.0,4,Automatic,Front,04,Left wheel,Black,4,18500
603,LEXUS,RX 450,6,Jeep,Yes,Hybrid,3.5,143619.0,6,Automatic,4x4,04,Left wheel,Black,12,13956
0,FORD,Transit,26,Microbus,No,Diesel,2.5,200000.0,4,Manual,Rear,>5,Left wheel,White,2,10976
0,BMW,530,18,Sedan,No,Petrol,3.0,190000.0,6,Tiptronic,Rear,04,Left wheel,Silver,6,16621
639,HYUNDAI,Sonata,7,Sedan,Yes,LPG,2.0,336971.0,4,Automatic,Front,04,Left wheel,Silver,4,11604
765,FORD,Fusion,6,Sedan,Yes,Petrol,2.0,71454.0,4,Automatic,Front,04,Left wheel,Black,0,16935
640,MITSUBISHI,Outlander sport,8,Jeep,No,Petrol,2.0,72000.0,4,Tiptronic,4x4,04,Left wheel,Black,12,21639
2467,FORD,B-MAX,16,Jeep,Yes,Petrol,3.0,264666.0,6,Automatic,Front,04,Left wheel,Grey,12,941
0,TOYOTA,Prius,16,Sedan,No,Hybrid,1.5,197000.0,4,Automatic,Front,04,Left wheel,Silver,8,10036
595,HONDA,FIT,6,Hatchback,Yes,Petrol,1.5,73225.0,4,Automatic,Front,04,Left wheel,Silver,4,25387
1267,HONDA,FIT,8,Hatchback,No,Hybrid,1.5,109000.0,4,Automatic,Front,04,Right-hand drive,Blue,8,10976
0,TOYOTA,Prius,12,Sedan,No,Hybrid,1.5,1000000.0,2,Automatic,Front,04,Left wheel,White,2,60
1017,HYUNDAI,Sonata,4,Sedan,Yes,LPG,2.0,275721.0,4,Automatic,Front,04,Left wheel,White,4,16935
891,BMW,328,5,Sedan,Yes,Petrol,2.0,33000.0,4,Tiptronic,Rear,04,Left wheel,Grey,10,49237
749,HYUNDAI,Santa FE,7,Jeep,Yes,Petrol,2.4,306288.0,4,Automatic,Front,04,Left wheel,Red,12,4704
382,FORD,Fusion,6,Sedan,Yes,Hybrid,2.0,149048.0,4,Automatic,Front,04,Left wheel,White,0,470
0,TOYOTA,Prius C,7,Hatchback,Yes,Hybrid,1.5,69000.0,5,Automatic,Front,04,Right-hand drive,White,12,17249
0,OPEL,Zafira,21,Universal,Yes,Petrol,1.8,1111111.0,4,Manual,Front,04,Left wheel,Carnelian red,4,8154
790,CHEVROLET,Lacetti,12,Sedan,Yes,Petrol,1.6,87250.0,4,Automatic,Front,04,Left wheel,Grey,4,11848
0,MERCEDES-BENZ,GLA 250,5,Jeep,Yes,Petrol,2.0,65000.0,4,Automatic,4x4,04,Left wheel,Black,12,53314
1185,MERCURY,Mariner Hybrid,12,Jeep,Yes,Hybrid,2.5,155798.0,4,Automatic,Front,04,Left wheel,Black,12,15681
1360,LEXUS,GX 470,8,Jeep,Yes,Petrol,4.6,202651.0,8,Automatic,4x4,04,Left wheel,Black,0,54568
382,FORD,Fusion,6,Sedan,Yes,Hybrid,2.0,100747.0,4,Automatic,Front,04,Left wheel,Green,0,2666
0,MERCEDES-BENZ,Sprinter,17,Microbus,No,Diesel,2.2,371500.0,4,Manual,4x4,04,Left wheel,White,2,29793
0,NISSAN,Teana,14,Sedan,No,Petrol,2.3,131000.0,6,Automatic,Front,04,Right-hand drive,White,6,7997
831,HONDA,Cr-v,10,Jeep,Yes,Petrol,2.4,180000.0,4,Automatic,4x4,04,Left wheel,Blue,6,19444
1249,NISSAN,Rogue,4,Jeep,Yes,Petrol,2.5,77901.0,4,Automatic,Front,04,Left wheel,Black,12,1333
1185,FORD,Escape,12,Jeep,Yes,Hybrid,2.5,196682.0,4,Automatic,Front,04,Left wheel,Black,0,188
0,OPEL,Astra,25,Sedan,No,LPG,2.0,0.0,4,Manual,Front,04,Left wheel,Green,2,2700
1681,GAZ,3110,21,Sedan,No,CNG,2.0,500.0,4,Manual,Rear,04,Left wheel,White,0,150
0,OPEL,Omega,23,Sedan,Yes,Petrol,2.0,250000.0,4,Manual,Rear,04,Left wheel,Black,2,4391
0,MERCEDES-BENZ,E 320,24,Sedan,No,CNG,3.2,180000.0,6,Automatic,Rear,04,Left wheel,Blue,8,7213
639,AUDI,A4,7,Sedan,Yes,Petrol,2.0,162032.0,4,Automatic,Front,04,Left wheel,Black,0,706
629,NISSAN,Juke,6,Jeep,No,Petrol,1.6,123200.0,4,Tiptronic,Front,04,Left wheel,Blue,0,12858
0,MERCEDES-BENZ,Vito long115,12,Minivan,No,Diesel,2.2,160000.0,4,Tiptronic,Rear,04,Left wheel,Green,6,34497
0,OPEL,Astra,19,Goods wagon,No,Diesel,2.0,237700.0,4,Manual,Front,04,Left wheel,Grey,5,8467
765,HYUNDAI,Sonata,6,Sedan,Yes,LPG,2.0,286046.0,4,Automatic,Front,04,Left wheel,Silver,4,11415
0,TOYOTA,Prius,13,Sedan,No,Petrol,1.5,200000.0,4,Automatic,Front,04,Left wheel,Silver,6,12544
891,HYUNDAI,Sonata,5,Sedan,Yes,LPG,2.0,475406.0,4,Automatic,Front,04,Left wheel,Orange,4,13172
0,MERCEDES-BENZ,C 300,3,Sedan,Yes,Petrol,2.0,10000.0,4,Tiptronic,Rear,04,Left wheel,White,12,78403
1537,TOYOTA,Highlander,12,Jeep,Yes,Hybrid,3.3,251278.0,6,Automatic,4x4,04,Left wheel,Green,12,7997
919,MERCEDES-BENZ,GL 350 დიზელი,9,Jeep,Yes,Diesel,3.0,140200.0,6,Automatic,4x4,04,Left wheel,Grey,10,45473
0,AUDI,A4,14,Sedan,Yes,Petrol,2.0,224823.0,4,Tiptronic,4x4,04,Left wheel,White,0,10976
761,TOYOTA,Prius,11,Hatchback,No,Hybrid,1.8,153795.0,4,Variator,Front,04,Left wheel,Grey,10,7997
0,TOYOTA,VOXY 2003,18,Minivan,No,Petrol,2.0,195000.0,4,Automatic,Front,04,Right-hand drive,Silver,1,10976
1273,TOYOTA,Sienna,6,Sedan,Yes,Petrol,3.5,53014.0,6,Automatic,Front,04,Left wheel,Grey,12,10663
0,NISSAN,X-Terra,15,Jeep,No,LPG,4.0,159000.0,6,Automatic,4x4,04,Left wheel,Black,4,18503
399,HONDA,Shuttle,2,Hatchback,No,Hybrid,1.5,9000.0,4,Automatic,4x4,04,Left wheel,Silver,6,18000
1091,TOYOTA,Camry,5,Sedan,Yes,Petrol,2.5,61098.0,4,Automatic,Front,04,Left wheel,Black,12,188
694,JAGUAR,XF,7,Sedan,Yes,Diesel,2.2,122172.0,4,Automatic,Front,04,Left wheel,Black,4,47120
0,BMW,Z4,18,Cabriolet,Yes,Petrol,2.5,15000.0,6,Manual,Rear,02,Left wheel,Blue,2,15053
779,TOYOTA,Camry,8,Sedan,Yes,Hybrid,2.5,190549.0,4,Automatic,Front,04,Left wheel,Black,12,5018
0,HONDA,FIT,15,Hatchback,No,Petrol,1.5,150000.0,4,Manual,Front,04,Right-hand drive,Silver,2,9408
0,TOYOTA,Prius,12,Hatchback,Yes,Hybrid,1.5,187000.0,4,Automatic,Front,04,Left wheel,Grey,6,12231
1141,TOYOTA,Camry,12,Sedan,Yes,Hybrid,2.4,24817.0,4,Automatic,Front,04,Left wheel,Silver,12,15210
919,MERCEDES-BENZ,ML 350,9,Jeep,Yes,Diesel,3.0,203500.0,6,Tiptronic,4x4,04,Left wheel,Silver,12,48296
0,BMW,535,13,Sedan,Yes,Petrol,3.0,186000.0,6,Tiptronic,Rear,04,Left wheel,Black,12,23521
769,MERCEDES-BENZ,Vito 113,10,Microbus,No,Diesel,2.2,260000.0,4,Manual,Rear,>5,Left wheel,White,8,24462
697,HYUNDAI,Elantra,6,Hatchback,No,Petrol,1.8,62000.0,4,Tiptronic,Front,04,Left wheel,Black,6,17876
0,RENAULT,Megane,10,Goods wagon,No,Diesel,1.5,210000.0,4,Manual,Front,04,Left wheel,White,8,15681
707,SSANGYONG,Actyon,10,Sedan,Yes,Diesel,2.0,189966.0,4,Automatic,Front,04,Left wheel,White,4,17126
0,SUBARU,Forester,12,Jeep,No,LPG,2.5,189600.0,4,Tiptronic,4x4,04,Left wheel,Carnelian red,8,19444
891,HYUNDAI,Sonata,5,Sedan,Yes,LPG,2.0,246040.0,4,Automatic,Front,04,Left wheel,Silver,4,15530
0,LEXUS,RX 450,8,Jeep,Yes,Hybrid,3.5,85000.0,6,Tiptronic,4x4,04,Left wheel,White,12,56450
639,VOLKSWAGEN,Jetta TDI,7,Sedan,No,Diesel,2.0,185000.0,4,Automatic,Front,04,Left wheel,White,6,15053
0,MERCEDES-BENZ,Sprinter,18,Microbus,No,Diesel,2.7,230000.0,5,Manual,Rear,04,Left wheel,White,1,27000
642,CHEVROLET,Orlando,9,Jeep,Yes,Diesel,2.0,92866.0,4,Automatic,Front,04,Left wheel,Silver,4,21181
961,CHEVROLET,Cruze,12,Sedan,Yes,Diesel,2.0,66287.0,4,Automatic,Front,04,Left wheel,Black,4,6429
966,HYUNDAI,Genesis,12,Coupe,Yes,Petrol,2.0,137851.0,4,Automatic,Front,04,Left wheel,Black,4,15612
1363,LEXUS,GX 460,9,Jeep,Yes,Petrol,4.6,150909.0,8,Automatic,4x4,04,Left wheel,Black,0,4077
988,TOYOTA,Prius,14,Sedan,No,Hybrid,1.5,0.0,4,Variator,Front,04,Left wheel,Silver,10,10976
777,HYUNDAI,H1,7,Minivan,Yes,Diesel,2.5,128000.0,4,Automatic,Front,04,Left wheel,Grey,4,24433
585,HYUNDAI,Elantra,8,Sedan,No,Petrol,1.8,89000.0,4,Tiptronic,Front,04,Left wheel,Silver,8,14113
1646,LEXUS,GX 460,6,Jeep,Yes,Petrol,4.6,102907.0,8,Automatic,4x4,04,Left wheel,Black,0,314
645,TOYOTA,Prius,10,Hatchback,No,Hybrid,1.8,318400.0,4,Automatic,Front,04,Left wheel,White,8,9408
0,VOLKSWAGEN,Passat,8,Sedan,Yes,Petrol,1.8,149145.0,4,Tiptronic,Front,04,Left wheel,White,10,22580
431,LINCOLN,MKZ,5,Sedan,Yes,Hybrid,2.0,234592.0,4,Automatic,Front,04,Left wheel,Black,12,3450
0,TOYOTA,Prius C,9,Hatchback,No,Hybrid,1.5,120000.0,4,Automatic,Front,04,Left wheel,Grey,6,18817
836,HYUNDAI,Santa FE,11,Jeep,Yes,Diesel,2.0,132000.0,4,Automatic,Front,04,Left wheel,White,4,25810
0,MERCEDES-BENZ,A 170 CDI,21,Hatchback,No,Diesel,1.7,270000.0,4,Manual,Front,04,Left wheel,Silver,4,6272
2266,TOYOTA,Sienta,3,Minivan,Yes,Petrol,1.5,15000.0,4,Automatic,Front,04,Right-hand drive,Black,2,18000
1399,LEXUS,RX 450,11,Jeep,Yes,Hybrid,3.5,317470.0,6,Automatic,4x4,04,Left wheel,Grey,12,220
503,TOYOTA,Aqua,9,Hatchback,Yes,Hybrid,1.5,91000.0,4,Automatic,Front,04,Left wheel,Yellow,4,22166
639,HYUNDAI,Tucson,7,Jeep,Yes,Diesel,2.0,117436.0,4,Automatic,Front,04,Left wheel,White,4,34240
891,MERCEDES-BENZ,GLA 250,5,Jeep,Yes,Petrol,2.0,109555.0,4,Automatic,Front,04,Left wheel,White,0,8311
0,FORD,Mustang,35,Coupe,No,Petrol,3.8,12000.0,6,Automatic,Rear,02,Left wheel,White,0,4704
781,VOLKSWAGEN,Passat,9,Sedan,No,Petrol,2.5,72500.0,5,Tiptronic,Front,04,Left wheel,Grey,8,13900
0,VOLKSWAGEN,CC,11,Sedan,Yes,Petrol,2.0,177000.0,4,Tiptronic,Front,04,Left wheel,Silver,8,15200
1172,MERCEDES-BENZ,ML 350,10,Jeep,Yes,Diesel,3.5,186542.0,6,Automatic,4x4,04,Left wheel,White,12,2038
1058,LEXUS,RX 450,9,Jeep,Yes,Hybrid,3.5,257072.0,6,Automatic,4x4,04,Left wheel,Grey,12,14583
0,TOYOTA,Corolla,14,Sedan,No,Petrol,1.4,211000.0,4,Manual,Front,04,Left wheel,Black,6,11290
441,HYUNDAI,Sonata,6,Sedan,Yes,Hybrid,2.4,261928.0,4,Automatic,Front,04,Left wheel,Black,0,94
777,TOYOTA,Camry,7,Sedan,Yes,Petrol,2.5,132000.0,4,Tiptronic,Front,04,Left wheel,Silver,12,26343
639,HYUNDAI,Santa FE,7,Jeep,Yes,Diesel,2.0,195861.0,4,Automatic,Front,04,Left wheel,White,4,32954
831,CHEVROLET,Malibu,10,Sedan,Yes,Petrol,2.4,489821.0,4,Automatic,Front,04,Left wheel,Silver,12,627
0,OPEL,Astra,23,Hatchback,No,Petrol,1.6,271050.0,4,Manual,Front,04,Left wheel,Green,4,7000
0,FORD,Transit,11,Microbus,No,Petrol,3.0,185000.0,6,Tiptronic,Rear,04,Right-hand drive,Green,11,14113
1823,MERCEDES-BENZ,GLE 350,3,Jeep,Yes,Petrol,3.5,9765.0,6,Automatic,4x4,04,Left wheel,White,12,29793
503,TOYOTA,Prius C,9,Hatchback,No,Hybrid,1.5,75000.0,4,Automatic,Front,04,Left wheel,White,8,17249
877,HYUNDAI,Tucson,4,Jeep,Yes,Diesel,1.7,66911.0,4,Automatic,Front,04,Left wheel,Grey,4,53188
1176,HYUNDAI,Santa FE,2,Minivan,Yes,Diesel,2.2,14480.0,4,Automatic,Front,04,Left wheel,White,4,106668
779,TOYOTA,Camry,8,Sedan,Yes,Petrol,2.5,87000.0,6,Tiptronic,Front,04,Left wheel,Silver,0,20385
781,HYUNDAI,H1,9,Universal,Yes,Diesel,2.5,236332.0,4,Automatic,Front,04,Left wheel,Silver,4,19657
880,HYUNDAI,Elantra,3,Sedan,Yes,Petrol,1.6,53000.0,4,Automatic,Front,04,Left wheel,White,4,27924
0,VOLKSWAGEN,Golf,17,Sedan,No,Petrol,2.0,225600.0,4,Manual,Front,02,Left wheel,Silver,8,4704
585,CHEVROLET,Cruze,8,Sedan,Yes,Petrol,1.8,125874.0,4,Automatic,Front,04,Left wheel,White,4,13877
0,TOYOTA,Vitz,15,Sedan,No,Petrol,1.0,170000.0,4,Automatic,Front,04,Right-hand drive,Blue,4,8467
862,HYUNDAI,H1,10,Minivan,Yes,Diesel,2.5,53440.0,4,Automatic,Front,04,Left wheel,Silver,4,13768
1399,LEXUS,RX 450,11,Jeep,Yes,Hybrid,3.5,317470.0,6,Automatic,4x4,04,Left wheel,Grey,12,220
0,BMW,528,12,Sedan,Yes,LPG,2.8,240000.0,6,Tiptronic,Rear,04,Left wheel,Black,6,15649
765,HYUNDAI,Sonata,6,Sedan,Yes,LPG,2.0,541854.0,4,Automatic,Front,04,Left wheel,Orange,4,8467
0,CHEVROLET,Volt,8,Hatchback,Yes,Plug-in Hybrid,1.4,102000.0,4,Variator,Front,04,Left wheel,Red,12,23521
447,HONDA,FIT,8,Hatchback,Yes,Petrol,1.3,107300.0,4,Automatic,Front,04,Left wheel,White,4,22502
0,VOLKSWAGEN,Jetta,21,Sedan,No,CNG,2.0,168000.0,4,Automatic,Front,04,Left wheel,Silver,5,3763
836,KIA,Avella,11,Sedan,Yes,Petrol,2.0,271776.0,4,Automatic,Front,04,Left wheel,Grey,12,392
639,HYUNDAI,Tucson,7,Jeep,Yes,Diesel,2.0,31169.0,4,Automatic,Front,04,Left wheel,White,4,23505
690,LEXUS,RX 400,5,Jeep,Yes,Hybrid,3.5,27038.0,6,Automatic,4x4,04,Left wheel,White,12,392
1451,BMW,550,10,Sedan,Yes,Petrol,4.4,85723.0,8,Automatic,4x4,04,Left wheel,Black,0,20385
0,TOYOTA,Prius,4,Sedan,Yes,Plug-in Hybrid,1.8,32000.0,4,Variator,Front,04,Left wheel,White,8,53314
765,HYUNDAI,Santa FE,6,Jeep,Yes,Diesel,2.0,214420.0,4,Automatic,Front,04,Left wheel,White,4,24600
697,VOLKSWAGEN,Passat se,6,Sedan,Yes,Petrol,1.8,43000.0,4,Tiptronic,Front,04,Left wheel,White,6,25716
364,CHEVROLET,Spark,8,Minivan,Yes,Petrol,1.0,48143.0,4,Automatic,Front,04,Left wheel,Silver,4,7370
781,TOYOTA,RAV 4,9,Jeep,No,Petrol,2.5,58000.0,4,Automatic,4x4,04,Left wheel,Black,12,21639
0,TOYOTA,Prius,9,Hatchback,No,Hybrid,1.8,161000.0,4,Variator,Front,04,Left wheel,Sky blue,6,17876
1077,HYUNDAI,Santa FE,2,Jeep,Yes,Diesel,2.0,31327.0,4,Automatic,Front,04,Left wheel,White,4,68148
1282,KIA,Sportage,14,Jeep,Yes,Diesel,2.0,82944.0,4,Automatic,Front,04,Left wheel,Silver,4,6586
1018,MERCEDES-BENZ,ML 350,10,Jeep,Yes,Diesel,3.0,275862.0,6,Automatic,4x4,04,Left wheel,Silver,12,9879
501,TOYOTA,Ractis,7,Hatchback,No,Petrol,1.5,34000.0,4,Automatic,Front,04,Left wheel,Black,2,14000
900,JEEP,Compass,6,Jeep,Yes,Petrol,2.4,44729.0,4,Automatic,Front,04,Left wheel,White,4,44043
629,HYUNDAI,Accent,6,Hatchback,Yes,Diesel,1.6,36871.0,4,Automatic,Front,04,Left wheel,Grey,4,14426
0,MERCEDES-BENZ,E 220 CDI,20,Sedan,Yes,Diesel,2.2,0.0,4,Automatic,Rear,04,Right-hand drive,Blue,4,3700
0,MERCEDES-BENZ,E 200,14,Sedan,Yes,Diesel,2.2,333444.0,4,Tiptronic,Rear,04,Left wheel,Beige,8,16935
0,MERCEDES-BENZ,CLK 230,23,Coupe,Yes,Petrol,2.3,301000.0,6,Automatic,Rear,02,Left wheel,Silver,5,6899
0,SATURN,Vue,13,Jeep,No,Hybrid,2.4,100000.0,4,Automatic,Front,04,Left wheel,Blue,0,13799
1024,HYUNDAI,H1,11,Universal,Yes,Diesel,2.5,213696.0,4,Automatic,Front,04,Left wheel,Grey,4,16766
1055,LEXUS,RX 350,8,Jeep,Yes,Petrol,3.5,92000.0,6,Tiptronic,4x4,04,Left wheel,Silver,12,48296
0,HYUNDAI,Tucson Limited,4,Jeep,Yes,Petrol,2.0,131200.0,6,Tiptronic,Front,04,Left wheel,Grey,8,37633
0,MERCEDES-BENZ,E 200,7,Sedan,Yes,Diesel,2.1,238000.0,4,Automatic,Rear,04,Left wheel,Black,10,50178
0,BMW,530,17,Sedan,Yes,Petrol,3.0,280000.0,6,Tiptronic,Rear,04,Left wheel,Grey,8,14740
0,BMW,530 M,19,Sedan,No,Petrol,3.0,155000.0,6,Tiptronic,Rear,04,Left wheel,Silver,12,13485
1058,LEXUS,RX 450,9,Jeep,Yes,Hybrid,3.5,236016.0,6,Automatic,Front,04,Left wheel,Black,12,30107
0,MERCEDES-BENZ,E 350,9,Sedan,Yes,Diesel,3.0,97500.0,6,Tiptronic,Rear,04,Left wheel,Black,16,36000
645,TOYOTA,Prius,10,Sedan,No,Hybrid,1.8,20000.0,4,Automatic,Front,04,Left wheel,Blue,12,12544
1018,MERCEDES-BENZ,C 300,10,Sedan,Yes,Petrol,3.0,155058.0,6,Automatic,Rear,04,Left wheel,White,12,549
382,CHEVROLET,Volt,4,Hatchback,Yes,Hybrid,1.5,52062.0,4,Automatic,Front,04,Left wheel,Blue,0,26030
394,TOYOTA,Camry,7,Sedan,Yes,Hybrid,2.5,102397.0,4,Automatic,Front,04,Left wheel,Black,12,784
966,HYUNDAI,Genesis,12,Coupe,Yes,Petrol,2.0,104157.0,4,Automatic,Front,04,Left wheel,Grey,4,13630
382,CHEVROLET,Volt,4,Hatchback,Yes,Hybrid,1.5,125358.0,4,Automatic,Front,04,Left wheel,Grey,0,188
0,SUBARU,Outback,17,Universal,No,Petrol,2.5,163000.0,4,Tiptronic,4x4,04,Right-hand drive,Silver,2,8467
0,MERCEDES-BENZ,E 350,7,Sedan,Yes,Petrol,3.5,75000.0,6,Automatic,4x4,04,Left wheel,Silver,12,50178
0,FORD,Transit,24,Goods wagon,Yes,Diesel,2.5,134080.0,4,Manual,Rear,04,Left wheel,Blue,2,13485
583,HYUNDAI,Elantra,10,Sedan,Yes,Petrol,1.6,76462.0,4,Automatic,Front,04,Left wheel,Grey,4,19707
836,HYUNDAI,Sonata,11,Sedan,Yes,Petrol,2.0,195921.0,4,Automatic,Front,04,Left wheel,Black,4,16894
0,MERCEDES-BENZ,CLK 200,21,Coupe,Yes,Petrol,2.0,0.0,6,Manual,Rear,02,Left wheel,Black,6,5959
0,FORD,Fusion,11,Sedan,Yes,Hybrid,2.5,250000.0,4,Variator,Front,04,Left wheel,Black,8,16308
0,TOYOTA,Camry,9,Sedan,No,Petrol,2.5,102000.0,4,Tiptronic,Front,04,Left wheel,White,0,23521
779,CHEVROLET,Malibu,8,Sedan,Yes,Petrol,2.5,228285.0,4,Automatic,Front,04,Left wheel,White,12,862
639,MERCEDES-BENZ,CLA 250,7,Sedan,Yes,Petrol,2.0,62976.0,4,Automatic,Front,04,Left wheel,Silver,12,706
697,VOLKSWAGEN,Jetta,6,Sedan,Yes,Petrol,1.8,63792.0,4,Automatic,Front,04,Left wheel,Black,12,6272
1646,LEXUS,GX 460,6,Jeep,Yes,Petrol,4.6,188078.0,8,Automatic,4x4,04,Left wheel,Black,0,941
790,DAEWOO,Lacetti,12,Sedan,Yes,Petrol,1.6,68111.0,4,Automatic,Front,04,Left wheel,Blue,4,7213
891,HYUNDAI,Tucson,5,Jeep,Yes,Diesel,2.0,32948.0,4,Automatic,Front,04,Left wheel,Orange,4,59504
1109,MITSUBISHI,Pajero Mini 2008 წლიანი,13,Jeep,No,Petrol,0.7,166000.0,4,Automatic,4x4,02,Right-hand drive,Grey,4,6272
642,CHEVROLET,Orlando,9,Jeep,Yes,Diesel,2.0,122050.0,4,Automatic,Front,04,Left wheel,Black,4,20005
527,HONDA,FIT,6,Universal,Yes,Petrol,1.3,50927.0,4,Automatic,Front,04,Left wheel,Blue,4,26949
0,MERCEDES-BENZ,E 280 3.0,13,Sedan,No,Diesel,3.0,32000.0,6,Tiptronic,Rear,>5,Left wheel,Silver,12,21326
1172,MERCEDES-BENZ,E 350,10,Sedan,Yes,Diesel,3.5,230696.0,6,Automatic,4x4,04,Left wheel,Black,12,627
1172,TOYOTA,Highlander,10,Jeep,Yes,Hybrid,3.5,342622.0,6,Automatic,4x4,04,Left wheel,Black,12,1568
891,HYUNDAI,Sonata,5,Sedan,Yes,LPG,2.0,284189.0,4,Automatic,Front,04,Left wheel,Silver,4,15681
